location,Project.ID,Project.Activity.ID,Activity.ID,Site.IDs,Start.date,End.date,Description,Status,Attribution,Latitude,Longitude,Assessor_name,Date.record.entered,Assessment.date,Assessment.date.accuracy,assessmentPeriodStartDate,assessmentPeriodStartDateAccuracy,Assessment.end.date,Assessment.end.date.accuracy,Overall.Condition.Rating,disturbancePercentTotal,Comments,Condition.Rating.Upper,Condition.Rating.Lower,Condition.Element.Native.species.diversity.and.composition,Condition.Element.Life.form.diversity,Condition.Element.Vegetation.age.and.structure,Condition.Element.Nativeness,Condition.Element.Groundcover,Pct.Disturbance.contrib.Invasive.flora,Pct.Disturbance.contrib.Invasive.fauna,Pct.Disturbance.contrib.Native.fauna.grazing,Pct.Disturbance.contrib.Feral.livestock.grazing,Pct.Disturbance.contrib.Disease,Pct.Disturbance.contrib.Veg.clearance.fragmentation,Pct.Disturbance.contrib.Fire.regime.change,Pct.Disturbance.contrib.Climate.change,Pct.Disturbance.contrib.Nutrient.enrichment,Pct.Disturbance.contrib.Soil.degradation.deposition,Pct.Disturbance.contrib.Hydrological.change,decimalLatitude,decimalLongitude
46c82a72-3f6c-4315-8064-92538ada54c5,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,566bb1c5-c192-4510-9c8e-f11fbfc08c76,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,4/09/2018,4/09/2000,Accurate to day,NA,NA,4/09/2018,Accurate to day,0.8,NA,NA,0.95,0.7,0.8,1,1,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.78535114,144.7677684
48ffda11-26c7-418a-bf94-6b334f364313,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,13ac2e5b-88fe-4ca5-a78d-d19b71432c16,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,14/09/2016,Accurate to day,NA,NA,14/09/2016,Accurate to day,0.5,100,This is a 20 m by 5 m wide site running parallel to the road within the road reserve.,0.6,0.4,0.5,0.5,0.5,0.5,0.5,60,0,10,10,0,0,0,0,10,10,0,-34.88154306,143.1307991
4acef789-1c79-4c09-a8f5-1a349365918c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,32e5234b-6c06-45cc-80c8-6bdc19783046,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,24,9/11/2018,5/06/2017,Accurate to day,NA,NA,16/06/2017,Accurate to day,0.3,100,Conkerberry Paddock site 4. Kidman Land Unit 4a. Vertosol. Kidman Springs,0.4,0.2,0.3,0.3,1,0.95,0.5,0,0,0,80,0,0,10,10,0,0,0,-16.07075528,130.9675777
4b0e28f1-4aac-4d9d-b489-e50c294affda,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,c0fea00a-e4a2-45e3-9bff-fb98b49b14d7,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,2/11/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.8,100,NA,0.9,0.7,0.8,0.9,0.8,0.7,0.7,50,0,0,50,0,0,0,0,0,0,0,-30.95412226,152.6558608
4b2e8b27-5466-47eb-82a0-72657dae3190,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,b58e37a6-db41-483f-85dd-56768ac5ab80,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,14/09/2016,Accurate to day,NA,NA,14/09/2016,Accurate to day,0.5,100,This is a 20 m by 5 m wide site running parallel to the road within the road reserve.,0.6,0.4,0.4,0.4,0.3,0.4,0.4,55,0,15,10,0,0,0,0,10,10,0,-34.82821574,143.1403395
4b383211-1d14-4ffd-9aed-46acbab832a6,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,874078df-ebd7-43f8-8bb2-d55f1dd0a257,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,3,9/11/2018,9/11/2018,Accurate to day,NA,NA,NA,NA,0.6,NA,"The area within the polygon (called Ewan Road') is famous among entomologists specialising in the beetle family Buprestidae as being a unique type of upland open Eucalyptus woodland being the dependent habitat for a diversity of Buprestidae species. The Buprestid species Castiarina brooksi is only known from this area (note: the locations for this species plotted in ALA are wrongly plotted as the species is plotted as occurring within rainforest, but in fact it only occurs in the area marked here). However in recent decades the landowner (or leasee?) has been burning this important habitat every season in order to promote grass growth for cattle. This is causing serious habitat change for the worse and is impacting the important Buprestid fauna of this area. The area and its surrounds is in need of immediate protection.",0.7,0.4,0.9,0.9,0.9,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,-18.97815277,146.0482657
4b75978f-81cf-42c3-8581-1cb44c33c09a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6d8593fc-cc5f-4a7b-8a36-da90715ba88c,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,24,9/11/2018,5/06/2017,Accurate to day,NA,NA,16/06/2017,Accurate to day,0.7,100,"Rosewood West Paddock Site 4 (1, 4, 5). Kidman Land Unit 4a",0.8,0.6,0.7,0.7,1,1,0.7,0,0,0,40,0,0,30,30,0,0,0,-16.08604522,130.9994316
4c57649d-9a77-4294-abbf-f10afa355cb8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,0e6a51a7-df11-4bc2-853b-23ebe41d2ce2,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,29/10/2018,12/10/2015,Accurate to day,NA,NA,12/10/2015,Accurate to day,0.3,100,Island heavily impacted by introduced species including Lycium ferocissmum and Avena spp.,0.4,0.1,0.2,0.3,0.1,0.2,0.8,100,0,0,0,0,0,0,0,0,0,0,-34.45624817,137.3649466
4dd4065c-fa45-4f6e-a90d-8f684b8d7f5c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,dd88d88f-e04b-4a46-b2ed-5885160db738,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,2/08/2010,Accurate to month,NA,NA,2/08/2010,Accurate to month,0.7,100,NA,0.7,0.4,0.7,0.6,0.8,0.6,0.7,20,0,0,20,0,25,0,0,20,15,0,-36.07839557,144.3906069
4f410e52-0435-480b-8b8b-44fe4655735b,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,c1f002a1-f944-429a-8abc-fadae57105c7,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,30/10/2018,30/09/1983,Accurate to year,NA,NA,28/10/2018,Accurate to day,0.9,NA,NA,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,-34.16078036,151.0704339
4f675eb0-5175-45ca-96c2-7d2e7cf67b8c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6ea80184-d5ba-4a77-ac54-c03e20ba4e6e,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,2/11/2014,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.7,100,NA,0.95,0.5,0.7,0.95,0.9,0.7,0.8,50,0,50,0,0,0,0,0,0,0,0,-38.23814606,143.3333015
51968f1f-f97d-43b4-b182-7682da146e37,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,7a60fb85-6ff6-47f9-9627-a4ffa5dd1cf9,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,3/09/2018,3/09/2018,Accurate to day,NA,NA,NA,NA,0.8,100,NA,0.9,0.7,0.7,0.7,1,0.6,1,78,2,0,0,0,0,0,0,20,0,0,-37.76054726,144.6644167
52ef505f-9162-4e90-b1da-2888a3f3f466,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,c00d1696-f5be-4eef-850b-c89a9770dd92,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,13,29/10/2018,20/05/2011,Accurate to day,NA,NA,NA,NA,0.95,100,NA,1,0.8,1,1,0.95,1,1,0,0,0,90,0,0,0,0,0,0,10,-12.48412557,131.1100432
531af03a-c0ad-4633-b643-5afa268752ff,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,42667c62-0eb8-46c7-b473-eb8eead8dff7,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,2/11/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.6,100,NA,0.7,0.6,0.6,0.7,0.7,0.7,0.8,30,0,0,30,0,20,0,0,20,0,0,-30.74654303,152.4083143
533577a9-6ff9-4109-a534-8fdd9a4081f2,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,eef73396-c2a9-4916-962e-b668dae8a748,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,30/10/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.9,NA,NA,0.95,0.8,0.95,0.95,0.7,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,-30.0659672,153.1842318
54d20300-0cce-4f07-99d9-88fb5a4ee801,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,10fa4b1c-757b-453f-9daf-17253b388d77,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,5/11/2018,19/04/2013,Accurate to day,NA,NA,19/04/2013,Accurate to day,0.3,100,"Swamp. Straddles channel and in floodplain. Combination of channel and flood out.  River channel winds through plot on southern edge. Introduced plant effect high- Cenchrus ciliaris dominant in ground layer.  Community  opens up more outside the site to the south and north east. Grazing effect high- cattle, Kangaroos and pigs. Fire impact- long unburnt- no scarring on trees. Rainfall one month previous.
Eucalyptus coolabah low woodland with Acacia cambagei and a diverse ground stratum dominated by Cenchrus ciliaris.
",0.5,0.2,0.3,0.6,0.5,0.3,0.9,60,15,15,10,0,0,0,0,0,0,0,-23.51732293,144.3338433
561bdd4a-e669-4428-ac4b-bd1382586730,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,7d568beb-54d7-47f7-866e-607c34a8c8f0,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,5/11/2018,3/11/2016,Accurate to day,NA,NA,3/11/2016,Accurate to day,0.9,100,"Bassendean dune above surrounding alluvial plains. Very long unburnt- 50+ years. One or two very old burnt trees. Introduced plant species effect is low- Hypochaeris glabra present but cover low. Some other species including Zantedeschia aethiopica, Briza maxima and Romulea rosea var. australis but cover minimal. Grazing- some impact from kangaroos but not formally grazed. Homogeneity- difficult to tell exactly beyond plot due to thickness of vegetation but plot is homogenous. Track running north south to the west of the site. North west corner is about 20m in from cleared fire break along track edge. 
Allocasuarina fraseriana/ Kunzea glabrescens/ Banksia attenuata low open forest with Banksia menziesii and Eucalyptus marginata subsp. marginata.  Mid stratum is a mid open shubland dominated by Kunzea glabrescens and juvenile Banksia species. Ground stratum is alow open sedgelands dominated by Desmocladus flexuosus with Patersonia occidentalis var. occidentalis and Hypochaeris glabra.",1,0.8,0.9,0.9,0.8,0.9,0.8,85,0,15,0,0,0,0,0,0,0,0,-32.33473516,115.9075829
5728a055-f7a3-48dc-be0a-9f523e509706,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e823d852-82b2-43dd-a70f-11105f3f7be1,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,6/11/2018,6/10/2016,Accurate to day,NA,NA,6/10/2016,Accurate to day,0.7,100,"A complex Hill slope  of low rises.Drainage lines run through the centre of the plot from north west to south east with the plot sloping up from this on the other side. Plot Goes over the capping at the south west corner in the opposite direction. Main slope of 4 degree to the south east. Substrate is Iron Rich sandstone/laterite. Some shallow outcrop at the south west corner.  Minimal grazing. Tree has been cut in site- firewood? but disturbance minimal otherwise. Sandier through the creek channel as well. Very long unburnt. Introduced species effect is low- some Cape weed and other species but cover is low.  Homogeneity- North west corner is 5m in from access track. Community is confined to the plot- south west corner is a little more open with more rock.

Eucalyptus accedens low open forest with Eucalyptus wandoo subsp. wandoo. Very sparse mid story- some juvenile Eucalyptus accedens and Eucalyptus wandoo subsp. wandoo. Ground stratum is diverse but sparse, dominated in very low cover by Aira cupaniana",0.8,0.6,0.8,0.5,0.5,0.8,0.6,50,0,0,0,0,50,0,0,0,0,0,-32.48003537,116.9394529
58f4d661-46e6-49ec-bbb5-4805f6648a12,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,ae12312e-544d-406f-b8ce-12cd97de1df3,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,14/09/2016,Accurate to day,NA,NA,14/09/2016,Accurate to day,0.4,100,This is a 20 m by 5 m wide site running parallel to the road within the road reserve.,0.5,0.3,0.4,0.4,0.4,0.4,0.4,70,0,10,0,0,0,0,0,10,10,0,-34.87375797,143.2141292
59568b4a-02a8-4161-9c61-b3e0a4e77fe6,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,7c43000c-66fe-4edb-b06c-a96734abc174,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,3/09/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.6,100,NA,0.8,0.3,0.3,0.8,0.8,0.4,0.8,50,0,0,50,0,0,0,0,0,0,0,-36.12582998,143.7245178
597acab4-a00f-4d13-b096-1177312bd799,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,78cb4488-4fb5-4af3-a82c-659a7cedf7e1,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,4/02/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.7,100,NA,0.8,0.5,0.7,0.6,0.6,0.95,1,5,0,0,50,0,40,0,0,5,0,0,-37.91129423,147.0798862
59fed668-36e4-4f24-9728-139ec2e6a101,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,c3c359a2-0293-4619-91e5-511e9bfa33b4,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,4/09/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.2,100,NA,0.3,0.1,0.1,0.1,0.4,0.1,0.6,40,0,0,50,0,0,0,0,10,0,0,-36.10656757,144.7416973
5d64636b-8b1b-495c-bfc3-b63d5e576e5c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,33e88838-3812-4cc7-b607-52b70a2bede4,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,8/11/2011,Accurate to year,NA,NA,8/11/2011,Accurate to year,0.8,100,NA,0.9,0.7,0.9,0.9,0.8,0.7,0.8,70,10,0,0,0,0,20,0,0,0,0,-38.41639239,144.1597009
5e4250ed-23f9-442b-a175-860e9ae5e6a0,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e3844b00-0977-4360-8f22-b027c0c9263d,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,2/04/2017,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.4,100,NA,0.7,0.2,0.2,0.7,0.7,0.2,0.9,50,0,0,50,0,0,0,0,0,0,0,-36.47639022,146.5674287
5e6ca69a-caf1-4c36-bf97-9498059ee517,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,efd9d3f3-754a-4dfd-a259-5825950e8711,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,24/10/2018,18/08/2016,Accurate to day,NA,NA,18/08/2016,Accurate to day,0.6,100,This is a 50 m long by 20 m wide site.,0.7,0.5,0.9,0.8,0.7,0.8,0.8,10,0,30,20,0,0,20,0,10,10,0,-35.03280546,142.6253443
627d5334-0fcb-4eb8-9043-31e3c500801c,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,ccfdc30c-c409-44ff-aaa2-36f4bd44ddf2,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,19/09/2015,Accurate to day,NA,NA,19/09/2015,Accurate to day,0.9,100,This is a 50 m long and 10 m wide site.,1,0.8,0.8,0.8,0.7,0.8,0.8,50,0,35,15,0,0,0,0,0,0,0,-35.2001403,142.909401
62b2ebbf-5acf-4f69-ba48-057f780b7efe,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6303b298-8b20-4197-977a-c561dfcc23be,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,2/11/2015,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.1,100,NA,0.4,0.05,0.1,0.2,0.2,0.1,0.8,50,0,0,50,0,0,0,0,0,0,0,-34.53183863,141.0148859
62e3a8ae-44f4-4f77-8edb-c2feb42963d5,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6d4ec1a5-c2ae-41a8-9f09-27605e687f0f,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,24,9/11/2018,5/06/2017,Accurate to day,NA,NA,16/06/2017,Accurate to day,0.8,100,Conkerberry Paddock site 5 Calcareous woodland. Kidman Land Unit 3a. Kidman Springs,0.9,0.7,0.8,0.9,1,0.9,0.8,5,0,0,30,0,0,25,40,0,0,0,-16.07662278,130.9454441
62fb1da3-5512-45dd-83b3-7474fbdc94f8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,8fbb221c-7915-4c94-9aaa-c9154304a4bb,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,3/10/2018,23/09/2016,Accurate to year,NA,NA,NA,NA,0.95,100,Tropical upland rainforest on granite. Myrtle Rust conspicuous.,0.95,0.9,1,1,1,1,1,0,0,0,0,100,0,0,0,0,0,0,-16.28217048,145.081844
643a1870-bcae-4214-a953-cc5b647a1f8a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,f0dbef75-2856-4185-8339-78dc47d8bc18,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,27/05/2018,Accurate to day,NA,NA,NA,NA,0.9,NA,NA,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,-35.10369307,150.3304768
