"Project.ID","Project.Activity.ID","Activity.ID","Site.IDs","Start.date","End.date","Description","Status","Attribution","Latitude","Longitude","Assessor_name","Date.image.assessment.completed","Overall_condition_score","Comments","Ecosystem.image.s.","MVG.Group","Huchinson.Group","Indicate.whether.you.have.completed.this.assessment","Condition.Rating.Upper","Condition.Rating.Lower","ImageName"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","332d9169-e78a-4578-acb5-a6640b3ba25d","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","29/10/2018",0.8,"Good condition regrowth with diverse understory.","https://biocollect.ala.org.au/image?id=2_SP_MVG2_005.JPG","Closed tall forest, enclosed forest","D5 - Tas lowlands, southern Vic, southern and northern Tablelands NSW","Yes",0.9,0.7,"SP_MVG2_005.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","dd5bdb49-fe5d-44f3-aa3a-31e45018a610","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","29/10/2018",0.7,"Historic grazing evident in wetter low-lying understory with presence of several weed species (e.g. sheep sorrel, dandelion, medic spp.).","https://biocollect.ala.org.au/image?id=0_RP_P1060725.JPG","Open forest and woodlands","B1 - Alpine areas of NSW, Vic and Tas","Yes",0.8,0.6,"RP_P1060725.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","b39d717b-b4c1-4697-b138-abfd2c86d94e","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","29/10/2018",0.7,"Probable historic clearing. In some cases the remnant canopy may be denser, with larger tree species (e.g. E.albens) depending on aspect and soil depth, etc.","https://biocollect.ala.org.au/image?id=1_SP_MVG5_11_015.JPG","Open forest and woodlands","E3 - Western slopes NSW and part of North Western Plains","Yes",0.8,0.6,"SP_MVG5_11_015.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","8076d9c1-3629-4ca6-9f4a-103d5c5ba9a9","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","29/10/2018",0.8,"Lacking mature trees, but looks like it's heading in the right direction and no obvious weeds.","https://biocollect.ala.org.au/image?id=1_MW007.JPG","Open forest and woodlands","F3 - Sydney Basin and NSW south coast","Yes",0.9,0.7,"MW007.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","8c1474fd-9a3c-4452-a8e8-a89cf3cac3cb","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","29/10/2018",0.5,"Historic clearing indicated by small canopy species. Active grazing indicated by removal of shrub layer and low understory and woody debris accumulation.","https://biocollect.ala.org.au/image?id=ANGB3.JPG","Open forest and woodlands","F4 - NSW North Coast extending to southern Qld and Great Sandy Province","Yes",0.6,NA,"ANGB3.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","da90dee4-5e82-4d85-9ab6-ee379beb9e7a","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","31/10/2018",0.7,"I'm less familiar with this particular system than I thought. Looks as though there has been some disturbance including historic grazing and possibly fire. But seems fairly weed free.","https://biocollect.ala.org.au/image?id=1_RP_P1060873.JPG","shrublands","B1 - Alpine areas of NSW, Vic and Tas","Yes",0.9,0.5,"RP_P1060873.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","eefc51fe-5c01-4dd5-a202-003d1e152c0c","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"7","13/09/2018",1,NA,"https://biocollect.ala.org.au/image?id=1_RP_P1060451.JPG","grasslands, sedgelands and herblands","B1 - Alpine areas of NSW, Vic and Tas","Yes",1,0.9,"RP_P1060451.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","d64bc6bc-2713-4b55-b815-173fa8208e78","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.95,"Banksia woodland. No evidence of weeds, canopy looks healthy.","https://biocollect.ala.org.au/image?id=0_SP_MVG10_001.JPG","Open forest and woodlands","E1 - Southwest WA and southern SA","Yes",1,0.9,"SP_MVG10_001.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","996b8fdd-a437-4730-8a5a-aedb40690a52","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.5,"Eucalypt woodland. Largely intact tree layer, although stumps indicate selective cutting. ground layer appears transformed and dominated by weeds.","https://biocollect.ala.org.au/image?id=2_SP_MVG5_11_017.JPG","Open forest and woodlands","E1 - Southwest WA and southern SA","Yes",0.6,0.3,"SP_MVG5_11_017.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","0bbbeb82-9764-4223-af9b-42488705030b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.3,"Partially-cleared eucalypt woodland. Extensive weedy grass layer, few mature trees but some eucalypt recruitment.","https://biocollect.ala.org.au/image?id=0_SP_MVG5_11_060.JPG","Open forest and woodlands","E1 - Southwest WA and southern SA","Yes",0.4,0.2,"SP_MVG5_11_060.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","b37ceb1c-4d51-458f-bba1-b566a0c35080","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.7,"Eucalypt woodland. No visible evidence of weeds, but presence of native herbs. Extensive down coarse woody debris. No visible large trees, suggesting past disturbance.","https://biocollect.ala.org.au/image?id=2_SP_MVG5_11_046.JPG","Open forest and woodlands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",0.8,0.6,"SP_MVG5_11_046.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","5db04c60-061e-460a-99f8-66943f56cab2","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.05,"Saline-destroyed woodland with full canopy mortality and transformation to chenopod shrubland.","https://biocollect.ala.org.au/image?id=0_SP_MVG5_11_052.JPG","Open forest and woodlands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",0.05,0.05,"SP_MVG5_11_052.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","615416c5-8fc0-4025-a1bd-ff17ec5eef9b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.7,"Mid post-fire successional shrubland. No evidence of weeds. Higher level of uncertainty over ranking based on dead Banksias in background, with the absence of regeneration visible in the photo.","https://biocollect.ala.org.au/image?id=4_SP_MVG18_004.JPG","shrublands","E1 - Southwest WA and southern SA","Yes",1,0.5,"SP_MVG18_004.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","bc0abb7c-2530-4e89-bd63-37fa3d47000b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.8,"Post-fire Proteaceous shrubland. Early signs of recovery via resprouting and reseeding. Pre-fire Banksia with seed crop indicating prior interval within acceptable bounds, although probably at lower end based on pre-fire plant size. No sign of weeds.","https://biocollect.ala.org.au/image?id=2_RP_DSC_0243.JPG","shrublands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",1,0.6,"RP_DSC_0243.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","81ff52af-10f8-457a-bfa6-8d014a7b3eb5","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"8","29/10/2018",0.9,"Recently-burnt mallee. No evidence of weeds, regeneration via resprouting and reseeding, size of fire-killed stems indicates prior interval within appropriate range.","https://biocollect.ala.org.au/image?id=0_SP_MVG14_008.JPG","shrublands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",1,0.7,"SP_MVG14_008.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","96d1ea89-d856-4d43-96cf-a5b1cf7bc54d","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.7,NA,"https://biocollect.ala.org.au/image?id=8_SP_MVG5_11_016.JPG","Open forest and woodlands","D5 - Tas lowlands, southern Vic, southern and northern Tablelands NSW","Yes",0.8,0.6,"SP_MVG5_11_016.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","74a0d8db-f686-4789-a9ba-ee8539bfdf49","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.4,NA,"https://biocollect.ala.org.au/image?id=6_SP_MVG5_11_022.JPG","Open forest and woodlands","D5 - Tas lowlands, southern Vic, southern and northern Tablelands NSW","Yes",0.5,0.3,"SP_MVG5_11_022.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","1d63eec4-9f78-49ac-a4b3-68bc6edeb77e","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.6,NA,"https://biocollect.ala.org.au/image?id=5_SP_MVG5_11_046.JPG","Open forest and woodlands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",0.8,0.5,"SP_MVG5_11_046.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","5b41a283-b63a-4f87-b67e-8973f8a86b5f","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.8,NA,"https://biocollect.ala.org.au/image?id=3_SP_MVG5_11_015.JPG","Open forest and woodlands","E3 - Western slopes NSW and part of North Western Plains","Yes",0.9,0.6,"SP_MVG5_11_015.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","dcf99aa8-9c93-4638-91e2-e377d185f39f","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.8,NA,"https://biocollect.ala.org.au/image?id=1_SP_MVG5_11_041.JPG","Open forest and woodlands","E6 - Southern edge arid interior WA, SA, NSW and Qld","Yes",0.9,0.6,"SP_MVG5_11_041.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","a7227f64-66dd-4fc1-9096-9e1f51f7ab83","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.8,NA,"https://biocollect.ala.org.au/image?id=4_RP_DSC_0243.JPG","shrublands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",1,0.7,"RP_DSC_0243.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","5344ea9b-b7cd-4ec7-a117-5fc86038000a","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"11","8/11/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=RP_IMG_1965.JPG","shrublands","E6 - Southern edge arid interior WA, SA, NSW and Qld","Yes",0.95,0.7,"RP_IMG_1965.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","d96d5a09-190b-49c1-ac7c-db0b422ca662","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=1_DM043.JPG","Closed tall forest, enclosed forest","I1 - Wet tropics of NT, northern WA and Cape York Peninsula","Yes",0.95,0.8,"DM043.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","479917f0-f817-407d-bec1-88fae06f8e34","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.4,NA,"https://biocollect.ala.org.au/image?id=1_SP_MVG6_13_16_17.JPG","Open forest and woodlands","G - Central Australia","Yes",0.6,0.2,"SP_MVG6_13_16_17.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","28889119-d6fa-4dfd-b24a-37a9a63c01c3","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.5,NA,"https://biocollect.ala.org.au/image?id=2_DSCN0573.JPG","Open forest and woodlands","I1 - Wet tropics of NT, northern WA and Cape York Peninsula","Yes",0.7,0.3,"DSCN0573.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","95a7d334-aa57-4276-8363-f8dad7a5e0fa","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.4,NA,"https://biocollect.ala.org.au/image?id=0_SP_MVG6_13_16_16.JPG","Open forest and woodlands","I2 - Inland of I1","Yes",0.6,0.2,"SP_MVG6_13_16_16.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","55a4d7f8-e001-4edb-8ed7-5b23b4ca0a6f","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.95,NA,"https://biocollect.ala.org.au/image?id=1_TERC0625.JPG","shrublands","G - Central Australia","Yes",1,0.9,"TERC0625.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","93646c0c-f26f-46cf-afcb-b0223a48194b","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.7,NA,"https://biocollect.ala.org.au/image?id=TERC1561.JPG","shrublands","I2 - Inland of I1","Yes",0.9,0.5,"TERC1561.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","5d83ebe5-c99e-4735-b7b3-a7e62d8e49e0","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.2,"For a ""grassland, sedgelands and herblands"" the dominance of woody vegetation indicates poor condition.","https://biocollect.ala.org.au/image?id=0_IMG_2430.JPG","grasslands, sedgelands and herblands","I1 - Wet tropics of NT, northern WA and Cape York Peninsula","Yes",0.4,0.1,"IMG_2430.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","1dd415a4-d717-49bc-8a3c-2a34bc81e476","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"13","29/10/2018",0.95,NA,"https://biocollect.ala.org.au/image?id=IMG_2290.JPG","grasslands, sedgelands and herblands","I2 - Inland of I1","Yes",1,0.9,"IMG_2290.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","b5caab6d-be39-4211-91a4-396ae878b255","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=5_SP_MVG18_004.JPG","shrublands","E1 - Southwest WA and southern SA","Yes",1,0.8,"SP_MVG18_004.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","7c6d05b0-da50-4a2c-954d-df4310e5bfdc","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.8,NA,"https://biocollect.ala.org.au/image?id=6_RP_DSC_0243.JPG","shrublands","E2 - Inland of E1 in southwest WA, southern SA, northwest Vic and southern NSW","Yes",1,0.7,"RP_DSC_0243.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","d64841e4-9d98-4a62-b500-34ba2bdfd457","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.7,NA,"https://biocollect.ala.org.au/image?id=3_SP_MVG14_014.JPG","shrublands","E6 - Southern edge arid interior WA, SA, NSW and Qld","Yes",0.8,0.4,"SP_MVG14_014.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","9c91f2ee-db3c-4ff9-a60a-b877657cbd6d","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=2_TERC0625.JPG","shrublands","G - Central Australia","Yes",1,0.8,"TERC0625.jpg"
"405fdfe2-c22c-46c6-806d-cc7f644a0824","1108d1a3-9753-47e0-b18c-ed6715c4f44b","8b06355d-4270-451a-9409-c767b7d2664d","25b665a4-2f1c-4def-9791-8e0183b5d669","27/10/2016",NA,"Assessment of images of biomes to enable moderation of ecological condition scores.","active","Commonwealth Department of the Environment and Energy. (2018) Image Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 22/11/2018, 23:01.",NA,NA,"14","29/10/2018",0.9,NA,"https://biocollect.ala.org.au/image?id=2_RP_P1060451.JPG","grasslands, sedgelands and herblands","B1 - Alpine areas of NSW, Vic and Tas","Yes",1,0.6,"RP_P1060451.jpg"
